GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
0400000US09,09,Connecticut,73781,450
0500000US09001,09001,"Fairfield County, Connecticut",89773,1202
0500000US09003,09003,"Hartford County, Connecticut",69936,847
0500000US09005,09005,"Litchfield County, Connecticut",76438,1577
0500000US09007,09007,"Middlesex County, Connecticut",81673,1923
0500000US09009,09009,"New Haven County, Connecticut",64872,827
0500000US09011,09011,"New London County, Connecticut",69411,1516
0500000US09013,09013,"Tolland County, Connecticut",81312,1632
0500000US09015,09015,"Windham County, Connecticut",62553,1889
